year, month, carrier, carrier_name                           , airport, airport_name                                                            , arr_flights, arr_del15, carrier_ct, weather_ct, nas_ct , security_ct, late_aircraft_ct, arr_cancelled, arr_diverted, arr_delay, carrier_delay, weather_delay, nas_delay, security_delay, late_aircraft_delay
2025,     4, AA     , American Airlines Network              , FSD    , "Sioux Falls, SD: Joe Foss Field"                                       ,         3.0,       2.0,       0.85,       0.19,    0.31,        0.0 ,             0.64,           1.0,          0.0,     114.0,          40.0,          13.0,      18.0,            0.0,                43.0
2025,     4, AA     , American Airlines Network              , GEG    , "Spokane, WA: Spokane International"                                    ,        90.0,      34.0,      10.6 ,       0.24,    4.54,        0.0 ,            18.61,           0.0,          0.0,    2707.0,        1123.0,          27.0,     175.0,            0.0,              1382.0
2025,     4, AA     , American Airlines Network              , GRR    , "Grand Rapids, MI: Gerald R. Ford International"                        ,       187.0,      55.0,      14.94,       2.77,   12.28,        0.0 ,            25.01,           2.0,          0.0,    3551.0,        1044.0,          99.0,     519.0,            0.0,              1889.0
2025,     4, AA     , American Airlines Network              , GSO    , "Greensboro/High Point, NC: Piedmont Triad International"               ,        60.0,      24.0,       5.64,       1.52,    7.82,        0.0 ,             9.01,           3.0,          0.0,    1703.0,         254.0,         123.0,     417.0,            0.0,               909.0
2025,     4, AA     , American Airlines Network              , GSP    , "Greer, SC: Greenville-Spartanburg International"                       ,        93.0,      38.0,      13.81,       1.51,    6.92,        0.0 ,            15.76,           1.0,          0.0,    3818.0,        1242.0,         298.0,     466.0,            0.0,              1812.0
2025,     4, AA     , American Airlines Network              , GUC    , "Gunnison, CO: Gunnison-Crested Butte Regional"                         ,         3.0,       2.0,       1.0 ,       0.0 ,    0.0 ,        0.0 ,             1.0 ,           0.0,          0.0,     182.0,         156.0,           0.0,       0.0,            0.0,                26.0
2025,     4, AA     , American Airlines Network              , HDN    , "Hayden, CO: Yampa Valley"                                              ,         3.0,       1.0,       0.0 ,       0.0 ,    0.0 ,        0.0 ,             1.0 ,           0.0,          0.0,     173.0,           0.0,           0.0,       0.0,            0.0,               173.0
2025,     4, AA     , American Airlines Network              , HNL    , "Honolulu, HI: Daniel K Inouye International"                           ,       210.0,      40.0,      11.79,       3.64,   13.0 ,        0.0 ,            11.57,           0.0,          0.0,    3995.0,         879.0,         813.0,     401.0,            0.0,              1902.0
2025,     4, AA     , American Airlines Network              , HSV    , "Huntsville, AL: Huntsville International-Carl T Jones Field"           ,        27.0,      11.0,       3.72,       0.69,    2.72,        0.0 ,             3.87,           1.0,          0.0,    1280.0,         654.0,          21.0,     132.0,            0.0,               473.0
2025,     4, AA     , American Airlines Network              , IAD    , "Washington, DC: Washington Dulles International"                       ,        59.0,      24.0,       4.41,       2.52,    5.16,        0.0 ,            11.91,           1.0,          0.0,    1486.0,         214.0,         150.0,     193.0,            0.0,               929.0
2025,     4, AA     , American Airlines Network              , IAH    , "Houston, TX: George Bush Intercontinental/Houston"                     ,       602.0,     170.0,      40.18,       5.57,   45.18,        0.0 ,            79.07,          16.0,          0.0,   11502.0,        2937.0,         735.0,    2298.0,            0.0,              5532.0
2025,     4, AA     , American Airlines Network              , ILM    , "Wilmington, NC: Wilmington International"                              ,       146.0,      40.0,      16.67,       0.81,    4.83,        0.0 ,            17.69,           1.0,          0.0,    2769.0,        1149.0,          52.0,     238.0,            0.0,              1330.0
2025,     4, AA     , American Airlines Network              , IND    , "Indianapolis, IN: Indianapolis International"                          ,       507.0,     129.0,      39.66,       5.24,   21.05,        0.0 ,            63.05,          12.0,          3.0,    8250.0,        2042.0,        1063.0,    1199.0,            0.0,              3946.0
2025,     4, AA     , American Airlines Network              , JAC    , "Jackson, WY: Jackson Hole"                                             ,        36.0,      12.0,       4.74,       1.39,    0.41,        0.0 ,             5.45,           0.0,          0.0,    1111.0,         316.0,         266.0,      23.0,            0.0,               506.0
2025,     4, AA     , American Airlines Network              , JAX    , "Jacksonville, FL: Jacksonville International"                          ,       665.0,     160.0,      40.58,       5.0 ,   38.64,        0.47,            75.31,           7.0,          1.0,    9363.0,        2621.0,         409.0,    1551.0,           20.0,              4762.0
2025,     4, AA     , American Airlines Network              , JFK    , "New York, NY: John F. Kennedy International"                           ,      1137.0,     233.0,      61.94,       7.54,   87.12,        0.0 ,            76.4 ,           8.0,          3.0,   18334.0,        4271.0,         435.0,    3334.0,            0.0,             10294.0
2025,     4, AA     , American Airlines Network              , KOA    , "Kona, HI: Ellison Onizuka Kona International at Keahole"               ,        60.0,      11.0,       3.87,       0.0 ,    2.08,        0.0 ,             5.05,           0.0,          0.0,     608.0,         187.0,           0.0,      50.0,            0.0,               371.0
2025,     4, AA     , American Airlines Network              , LAS    , "Las Vegas, NV: Harry Reid International"                               ,      1345.0,     361.0,     110.96,       9.82,   91.45,        0.0 ,           148.77,          16.0,          1.0,   25649.0,        8308.0,        1164.0,    3433.0,            0.0,             12744.0
2025,     4, AA     , American Airlines Network              , LAX    , "Los Angeles, CA: Los Angeles International"                            ,      2577.0,     561.0,     170.02,      21.77,  142.09,        1.0 ,           226.11,          13.0,          2.0,   41991.0,       14636.0,        1335.0,    5115.0,           50.0,             20855.0
2025,     4, AA     , American Airlines Network              , LBB    , "Lubbock, TX: Lubbock Preston Smith International"                      ,        53.0,      20.0,       6.23,       2.09,    1.83,        0.0 ,             9.85,           1.0,          0.0,    1421.0,         446.0,          74.0,      84.0,            0.0,               817.0
2025,     4, AA     , American Airlines Network              , LGA    , "New York, NY: LaGuardia"                                               ,      1498.0,     385.0,     109.92,      14.58,  119.02,        1.35,           140.14,          20.0,          4.0,   22586.0,        6054.0,        1522.0,    4693.0,          188.0,             10129.0
2025,     4, AA     , American Airlines Network              , LIH    , "Lihue, HI: Lihue Airport"                                              ,        60.0,       6.0,       2.05,       0.0 ,    0.02,        0.0 ,             3.93,           0.0,          0.0,     526.0,          80.0,           0.0,       4.0,            0.0,               442.0
2025,     4, AA     , American Airlines Network              , LIT    , "Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"             ,        26.0,      12.0,       5.33,       0.33,    0.51,        0.0 ,             5.83,           2.0,          0.0,    1380.0,         721.0,          22.0,      57.0,            0.0,               580.0
2025,     4, AA     , American Airlines Network              , MCI    , "Kansas City, MO: Kansas City International"                            ,       382.0,     108.0,      36.84,       1.9 ,   24.75,        0.59,            43.93,           8.0,          4.0,    6431.0,        2285.0,         128.0,     977.0,           58.0,              2983.0
2025,     4, AA     , American Airlines Network              , MCO    , "Orlando, FL: Orlando International"                                    ,      1692.0,     432.0,     129.86,      12.86,  130.13,        1.0 ,           158.15,           9.0,          5.0,   30063.0,        8216.0,        1799.0,    5567.0,           23.0,             14458.0
2025,     4, AA     , American Airlines Network              , MDT    , "Harrisburg, PA: Harrisburg International"                              ,        87.0,      27.0,       9.5 ,       0.23,    2.92,        0.0 ,            14.35,           1.0,          0.0,    2399.0,        1097.0,          12.0,     194.0,            0.0,              1096.0
2025,     4, AA     , American Airlines Network              , MEM    , "Memphis, TN: Memphis International"                                    ,       282.0,      90.0,      25.65,       6.61,   21.29,        0.0 ,            36.45,           5.0,          2.0,    7697.0,        2222.0,        1444.0,    1241.0,            0.0,              2790.0
2025,     4, AA     , American Airlines Network              , MFE    , "Mission/McAllen/Edinburg, TX: McAllen International"                   ,       148.0,      52.0,      13.36,       3.24,    5.12,        0.0 ,            30.29,           8.0,          0.0,    4292.0,        1422.0,         118.0,     234.0,            0.0,              2518.0
2025,     4, AA     , American Airlines Network              , MIA    , "Miami, FL: Miami International"                                        ,      5548.0,    1146.0,     332.75,      27.1 ,  353.64,        3.65,           428.86,          51.0,         16.0,   89184.0,       31290.0,        2415.0,   15411.0,          150.0,             39918.0
2025,     4, AA     , American Airlines Network              , MKE    , "Milwaukee, WI: General Mitchell International"                         ,       210.0,      62.0,      20.48,       1.9 ,    8.26,        0.0 ,            31.36,           4.0,          0.0,    4248.0,        1359.0,          93.0,     277.0,            0.0,              2519.0
2025,     4, AA     , American Airlines Network              , MRY    , "Monterey, CA: Monterey Regional"                                       ,        30.0,       9.0,       2.9 ,       0.77,    1.64,        0.0 ,             3.7 ,           1.0,          0.0,     680.0,         249.0,          23.0,     106.0,            0.0,               302.0
2025,     4, AA     , American Airlines Network              , MSN    , "Madison, WI: Dane County Regional-Truax Field"                         ,       180.0,      36.0,      12.52,       3.51,    3.38,        0.0 ,            16.59,           0.0,          1.0,    3170.0,        1143.0,         209.0,     187.0,            0.0,              1631.0
2025,     4, AA     , American Airlines Network              , MSP    , "Minneapolis, MN: Minneapolis-St Paul International"                    ,       394.0,     111.0,      36.44,       1.73,   32.13,        1.0 ,            39.7 ,           7.0,          1.0,    5988.0,        1718.0,         158.0,     975.0,           38.0,              3099.0
2025,     4, AA     , American Airlines Network              , MSY    , "New Orleans, LA: Louis Armstrong New Orleans International"            ,       704.0,     191.0,      64.54,       1.55,   50.19,        0.79,            73.92,          15.0,          1.0,   14970.0,        5393.0,          60.0,    2348.0,           84.0,              7085.0
2025,     4, AA     , American Airlines Network              , MTJ    , "Montrose/Delta, CO: Montrose Regional"                                 ,         3.0,       0.0,       0.0 ,       0.0 ,    0.0 ,        0.0 ,             0.0 ,           0.0,          0.0,       0.0,           0.0,           0.0,       0.0,            0.0,                 0.0
2025,     4, AA     , American Airlines Network              , MYR    , "Myrtle Beach, SC: Myrtle Beach International"                          ,        88.0,      32.0,       9.67,       1.63,    9.25,        0.0 ,            11.45,           1.0,          0.0,    2687.0,         903.0,          85.0,     386.0,            0.0,              1313.0
2025,     4, AA     , American Airlines Network              , OGG    , "Kahului, HI: Kahului Airport"                                          ,        90.0,      14.0,       9.04,       2.28,    1.69,        0.0 ,             1.0 ,           0.0,          0.0,     876.0,         553.0,         175.0,      97.0,            0.0,                51.0
2025,     4, AA     , American Airlines Network              , OKC    , "Oklahoma City, OK: Will Rogers World"                                  ,       158.0,      58.0,      17.96,       4.49,   12.75,        0.0 ,            22.81,           1.0,          3.0,    4403.0,         982.0,         486.0,     555.0,            0.0,              2380.0
2025,     4, AA     , American Airlines Network              , OMA    , "Omaha, NE: Eppley Airfield"                                            ,       236.0,      56.0,      19.12,       2.51,   10.22,        0.0 ,            24.15,           6.0,          0.0,    3567.0,         932.0,         176.0,     379.0,            0.0,              2080.0
2025,     4, AA     , American Airlines Network              , ONT    , "Ontario, CA: Ontario International"                                    ,       319.0,      81.0,      23.14,       5.12,   16.24,        0.64,            35.87,           5.0,          0.0,    4709.0,         995.0,         618.0,     583.0,           21.0,              2492.0
2025,     4, AA     , American Airlines Network              , ORD    , "Chicago, IL: Chicago O'Hare International"                             ,      4414.0,     956.0,     247.37,      30.83,  335.13,        0.07,           342.59,          64.0,         10.0,   70220.0,       24366.0,        2533.0,   14060.0,            2.0,             29259.0
2025,     4, AA     , American Airlines Network              , ORF    , "Norfolk, VA: Norfolk International"                                    ,       207.0,      61.0,      23.19,       1.79,   12.04,        0.0 ,            23.97,           5.0,          0.0,    4539.0,        1603.0,          88.0,     591.0,            0.0,              2257.0
2025,     4, AA     , American Airlines Network              , PBI    , "West Palm Beach/Palm Beach, FL: Palm Beach International"              ,       614.0,     150.0,      37.94,       2.72,   44.94,        0.0 ,            64.4 ,           4.0,          1.0,   10231.0,        2139.0,         342.0,    2063.0,            0.0,              5687.0
2025,     4, AA     , American Airlines Network              , PDX    , "Portland, OR: Portland International"                                  ,       375.0,      94.0,      29.72,       4.04,   11.51,        0.0 ,            48.73,           5.0,          0.0,    6142.0,        1884.0,         245.0,     538.0,            0.0,              3475.0
2025,     4, AA     , American Airlines Network              , PHL    , "Philadelphia, PA: Philadelphia International"                          ,      3758.0,     805.0,     227.98,      20.54,  216.77,        1.33,           338.38,          32.0,          2.0,   74541.0,       30090.0,        1526.0,    8444.0,           69.0,             34412.0
2025,     4, AA     , American Airlines Network              , PHX    , "Phoenix, AZ: Phoenix Sky Harbor International"                         ,      4883.0,     944.0,     275.75,      16.35,  245.58,        0.16,           406.15,          25.0,          6.0,   79876.0,       35704.0,        1117.0,    7924.0,            7.0,             35124.0
2025,     4, AA     , American Airlines Network              , PIT    , "Pittsburgh, PA: Pittsburgh International"                              ,       531.0,     129.0,      41.28,       6.31,   21.97,        0.0 ,            59.44,           3.0,          2.0,    8509.0,        2410.0,         708.0,     958.0,            0.0,              4433.0
2025,     4, AA     , American Airlines Network              , PNS    , "Pensacola, FL: Pensacola International"                                ,       171.0,      46.0,      14.9 ,       0.32,    8.96,        0.0 ,            21.82,           5.0,          0.0,    3914.0,        1461.0,          33.0,     552.0,            0.0,              1868.0
2025,     4, AA     , American Airlines Network              , PSP    , "Palm Springs, CA: Palm Springs International"                          ,       278.0,      76.0,      17.29,       3.14,   16.79,        0.0 ,            38.79,           3.0,          2.0,    4657.0,         765.0,         407.0,     700.0,            0.0,              2785.0
2025,     4, AA     , American Airlines Network              , PVD    , "Providence, RI: Rhode Island Tf Green International"                   ,       228.0,      47.0,      21.82,       0.37,    7.02,        0.0 ,            17.79,           0.0,          1.0,    1935.0,         921.0,          13.0,     186.0,            0.0,               815.0
2025,     4, AA     , American Airlines Network              , PWM    , "Portland, ME: Portland International Jetport"                          ,       110.0,      16.0,       7.09,       0.0 ,    1.41,        0.0 ,             7.5 ,           0.0,          0.0,     804.0,         380.0,           0.0,      41.0,            0.0,               383.0
2025,     4, AA     , American Airlines Network              , RDU    , "Raleigh/Durham, NC: Raleigh-Durham International"                      ,       949.0,     232.0,      72.82,       6.96,   54.51,        0.24,            97.47,           7.0,          0.0,   14512.0,        4359.0,         660.0,    2393.0,            6.0,              7094.0
2025,     4, AA     , American Airlines Network              , RIC    , "Richmond, VA: Richmond International"                                  ,       300.0,      86.0,      34.17,       2.82,   16.3 ,        0.0 ,            32.71,           3.0,          0.0,    4942.0,        1774.0,         286.0,     789.0,            0.0,              2093.0
2025,     4, AA     , American Airlines Network              , RNO    , "Reno, NV: Reno/Tahoe International"                                    ,       217.0,      56.0,      18.22,       2.82,   10.54,        0.0 ,            24.43,           5.0,          0.0,    3514.0,        1164.0,         128.0,     638.0,            0.0,              1584.0
2025,     4, AA     , American Airlines Network              , ROC    , "Rochester, NY: Frederick Douglass Grtr Rochester International"        ,        44.0,      13.0,       5.18,       0.0 ,    1.43,        0.0 ,             6.38,           0.0,          0.0,     976.0,         588.0,           0.0,      60.0,            0.0,               328.0
2025,     4, AA     , American Airlines Network              , RSW    , "Fort Myers, FL: Southwest Florida International"                       ,       624.0,     165.0,      47.68,       3.7 ,   43.4 ,        0.0 ,            70.22,           9.0,          0.0,   10636.0,        2369.0,         261.0,    1834.0,            0.0,              6172.0
2025,     4, AA     , American Airlines Network              , SAN    , "San Diego, CA: San Diego International"                                ,       819.0,     201.0,      73.03,       4.62,   53.2 ,        0.0 ,            70.15,          11.0,          1.0,   11089.0,        4137.0,         216.0,    2407.0,            0.0,              4329.0
2025,     4, AA     , American Airlines Network              , SAT    , "San Antonio, TX: San Antonio International"                            ,       661.0,     209.0,      61.72,       9.5 ,   31.2 ,        0.49,           106.08,          14.0,          0.0,   16607.0,        5280.0,         872.0,    1359.0,           34.0,              9062.0
2025,     4, AA     , American Airlines Network              , SAV    , "Savannah, GA: Savannah/Hilton Head International"                      ,       143.0,      50.0,      19.58,       2.61,   10.01,        0.0 ,            17.81,           3.0,          0.0,    4011.0,        1261.0,         255.0,     732.0,            0.0,              1763.0
2025,     4, AA     , American Airlines Network              , SBA    , "Santa Barbara, CA: Santa Barbara Municipal"                            ,        52.0,      14.0,       3.14,       1.95,    2.23,        0.0 ,             6.68,           1.0,          0.0,    1008.0,         140.0,         395.0,     112.0,            0.0,               361.0
2025,     4, AA     , American Airlines Network              , SBP    , "San Luis Obispo, CA: San Luis County Regional"                         ,        30.0,       7.0,       0.35,       0.45,    1.41,        0.0 ,             4.8 ,           1.0,          0.0,     688.0,          25.0,          69.0,      25.0,            0.0,               569.0
2025,     4, AA     , American Airlines Network              , SDF    , "Louisville, KY: Louisville Muhammad Ali International"                 ,       187.0,      61.0,      18.79,       3.97,   12.01,        0.0 ,            26.23,           6.0,          0.0,    5102.0,        1018.0,        1123.0,     635.0,            0.0,              2326.0
2025,     4, AA     , American Airlines Network              , SEA    , "Seattle, WA: Seattle/Tacoma International"                             ,       450.0,      95.0,      45.56,       7.96,   13.73,        0.0 ,            27.74,           6.0,          0.0,    6490.0,        2670.0,         754.0,     542.0,            0.0,              2524.0
2025,     4, AA     , American Airlines Network              , SFO    , "San Francisco, CA: San Francisco International"                        ,      1024.0,     254.0,      88.7 ,       7.28,   62.66,        1.31,            94.06,           7.0,          1.0,   14252.0,        4642.0,         849.0,    2473.0,           95.0,              6193.0
2025,     4, AA     , American Airlines Network              , SJC    , "San Jose, CA: Norman Y. Mineta San Jose International"                 ,       120.0,      28.0,       8.6 ,       1.91,    4.09,        0.0 ,            13.41,           4.0,          0.0,    2326.0,         992.0,         272.0,     171.0,            0.0,               891.0
2025,     4, AA     , American Airlines Network              , SJU    , "San Juan, PR: Luis Munoz Marin International"                          ,       395.0,     100.0,      36.22,       2.43,   30.88,        0.76,            29.72,           0.0,          0.0,    5900.0,        2538.0,         100.0,    1002.0,           31.0,              2229.0
2025,     4, AA     , American Airlines Network              , SLC    , "Salt Lake City, UT: Salt Lake City International"                      ,       303.0,      82.0,      26.01,       5.99,   12.28,        0.0 ,            37.73,           7.0,          1.0,    5931.0,        1434.0,         950.0,     606.0,            0.0,              2941.0
2025,     4, AA     , American Airlines Network              , SMF    , "Sacramento, CA: Sacramento International"                              ,       330.0,      84.0,      34.73,       3.32,   11.12,        0.0 ,            34.84,           3.0,          0.0,    5958.0,        2864.0,         266.0,     425.0,            0.0,              2403.0
2025,     4, AA     , American Airlines Network              , SNA    , "Santa Ana, CA: John Wayne Airport-Orange County"                       ,       561.0,     103.0,      29.11,       5.3 ,   28.95,        0.0 ,            39.64,           6.0,          2.0,    5355.0,        1294.0,         470.0,    1050.0,            0.0,              2541.0
2025,     4, AA     , American Airlines Network              , SRQ    , "Sarasota/Bradenton, FL: Sarasota/Bradenton International"              ,       300.0,      64.0,      23.16,       1.18,   17.56,        0.0 ,            22.11,           2.0,          1.0,    3543.0,        1248.0,          40.0,     558.0,            0.0,              1697.0
2025,     4, AA     , American Airlines Network              , STL    , "St. Louis, MO: St Louis Lambert International"                         ,       527.0,     132.0,      38.19,       1.23,   32.9 ,        0.35,            59.34,           8.0,          0.0,    8071.0,        2245.0,          53.0,    1155.0,           29.0,              4589.0
2025,     4, AA     , American Airlines Network              , STS    , "Santa Rosa, CA: Charles M. Schulz - Sonoma County"                     ,        30.0,       4.0,       2.92,       0.0 ,    0.0 ,        0.0 ,             1.08,           0.0,          0.0,     274.0,         234.0,           0.0,       0.0,            0.0,                40.0
2025,     4, AA     , American Airlines Network              , STT    , "Charlotte Amalie, VI: Cyril E King"                                    ,       204.0,      43.0,      14.13,       0.0 ,   16.05,        1.0 ,            11.82,           0.0,          2.0,    1996.0,         730.0,           0.0,     358.0,           52.0,               856.0
2025,     4, AA     , American Airlines Network              , STX    , "Christiansted, VI: Henry E. Rohlsen"                                   ,        64.0,      12.0,       3.75,       1.12,    1.62,        0.0 ,             5.5 ,           0.0,          0.0,     910.0,         363.0,          70.0,      62.0,            0.0,               415.0
2025,     4, AA     , American Airlines Network              , SYR    , "Syracuse, NY: Syracuse Hancock International"                          ,       120.0,      34.0,      12.62,       2.01,    5.86,        0.0 ,            13.52,           1.0,          0.0,    2287.0,         807.0,         142.0,     267.0,            0.0,              1071.0
2025,     4, AA     , American Airlines Network              , TPA    , "Tampa, FL: Tampa International"                                        ,      1237.0,     323.0,      92.25,       5.67,   80.07,        1.25,           143.76,          15.0,          0.0,   24805.0,        7744.0,         813.0,    3797.0,           38.0,             12413.0
2025,     4, AA     , American Airlines Network              , TUL    , "Tulsa, OK: Tulsa International"                                        ,       152.0,      48.0,      17.22,       4.21,    8.17,        0.89,            17.52,           5.0,          0.0,    2391.0,         709.0,         202.0,     296.0,           33.0,              1151.0
2025,     4, AA     , American Airlines Network              , TUS    , "Tucson, AZ: Tucson International"                                      ,       237.0,      72.0,      17.57,       2.89,   17.4 ,        0.0 ,            34.14,           7.0,          0.0,    4685.0,        1094.0,         215.0,     557.0,            0.0,              2819.0
2025,     4, AA     , American Airlines Network              , TYS    , "Knoxville, TN: McGhee Tyson"                                           ,       190.0,      66.0,      14.48,       2.37,   15.1 ,        0.0 ,            34.04,           4.0,          0.0,    4646.0,         729.0,         628.0,     810.0,            0.0,              2479.0
2025,     4, AA     , American Airlines Network              , VPS    , "Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"                    ,       177.0,      50.0,      17.32,       2.14,   12.23,        0.0 ,            18.31,           3.0,          1.0,    3186.0,         923.0,         205.0,     463.0,            0.0,              1595.0
2025,     4, AA     , American Airlines Network              , XNA    , "Fayetteville, AR: Northwest Arkansas National"                         ,       114.0,      43.0,      13.8 ,       1.65,   12.61,        0.0 ,            14.93,           3.0,          1.0,    2802.0,         916.0,          40.0,     639.0,            0.0,              1207.0
2025,     4, AS     , Alaska Airlines Network                , ABQ    , "Albuquerque, NM: Albuquerque International Sunport"                    ,        35.0,      12.0,       1.29,       0.0 ,    6.14,        0.0 ,             4.57,           0.0,          0.0,     337.0,          41.0,           0.0,     140.0,            0.0,               156.0
2025,     4, AS     , Alaska Airlines Network                , ADK    , "Adak Island, AK: Adak"                                                 ,         9.0,       0.0,       0.0 ,       0.0 ,    0.0 ,        0.0 ,             0.0 ,           0.0,          0.0,       0.0,           0.0,           0.0,       0.0,            0.0,                 0.0
2025,     4, AS     , Alaska Airlines Network                , ADQ    , "Kodiak, AK: Kodiak Airport"                                            ,        60.0,      13.0,       4.62,       0.0 ,    1.46,        0.0 ,             6.92,           2.0,          0.0,     608.0,          97.0,           0.0,      68.0,            0.0,               443.0
2025,     4, AS     , Alaska Airlines Network                , ANC    , "Anchorage, AK: Ted Stevens Anchorage International"                    ,       985.0,     223.0,      56.63,       1.21,   92.76,        2.29,            70.11,          11.0,          1.0,    9948.0,        3326.0,          76.0,    2629.0,          106.0,              3811.0
2025,     4, AS     , Alaska Airlines Network                , ATL    , "Atlanta, GA: Hartsfield-Jackson Atlanta International"                 ,       120.0,      52.0,      10.45,       0.0 ,   35.32,        0.0 ,             6.23,           0.0,          0.0,    2413.0,         630.0,           0.0,    1564.0,            0.0,               219.0
2025,     4, AS     , Alaska Airlines Network                , AUS    , "Austin, TX: Austin - Bergstrom International"                          ,       177.0,      22.0,       7.04,       0.0 ,    9.75,        0.0 ,             5.21,           0.0,          0.0,     955.0,         497.0,           0.0,     266.0,            0.0,               192.0
2025,     4, AS     , Alaska Airlines Network                , BET    , "Bethel, AK: Bethel Airport"                                            ,        60.0,      11.0,       3.92,       1.5 ,    1.81,        0.0 ,             3.77,           1.0,          0.0,     492.0,         293.0,          37.0,      48.0,            0.0,               114.0
2025,     4, AS     , Alaska Airlines Network                , BNA    , "Nashville, TN: Nashville International"                                ,        99.0,      26.0,       8.67,       0.0 ,   13.05,        0.0 ,             4.28,           1.0,          0.0,    1335.0,         431.0,           0.0,     642.0,            0.0,               262.0
2025,     4, AS     , Alaska Airlines Network                , BOI    , "Boise, ID: Boise Air Terminal"                                         ,        60.0,      26.0,       5.42,       0.0 ,    6.76,        0.0 ,            13.82,           0.0,          0.0,    1129.0,         413.0,           0.0,     194.0,            0.0,               522.0
2025,     4, AS     , Alaska Airlines Network                , BOS    , "Boston, MA: Logan International"                                       ,       175.0,      16.0,       3.57,       1.05,    1.63,        1.0 ,             8.74,           0.0,          0.0,     853.0,         115.0,          85.0,      98.0,           19.0,               536.0
2025,     4, AS     , Alaska Airlines Network                , BRW    , "Barrow, AK: Wiley Post/Will Rogers Memorial"                           ,        30.0,       9.0,       0.76,       0.97,    0.52,        0.0 ,             6.74,           1.0,          0.0,     750.0,          80.0,          73.0,      66.0,            0.0,               531.0
2025,     4, AS     , Alaska Airlines Network                , BUR    , "Burbank, CA: Bob Hope"                                                 ,       201.0,      30.0,       6.5 ,       0.0 ,    9.95,        0.0 ,            13.55,           3.0,          0.0,    1117.0,         388.0,           0.0,     272.0,            0.0,               457.0
2025,     4, AS     , Alaska Airlines Network                , BWI    , "Baltimore, MD: Baltimore/Washington International Thurgood Marshall"   ,        37.0,      12.0,       7.01,       0.0 ,    2.17,        0.0 ,             2.82,           0.0,          0.0,     294.0,         178.0,           0.0,      63.0,            0.0,                53.0
2025,     4, AS     , Alaska Airlines Network                , BZN    , "Bozeman, MT: Bozeman Yellowstone International"                        ,        29.0,       6.0,       2.07,       0.0 ,    1.74,        0.0 ,             2.19,           0.0,          0.0,     177.0,          59.0,           0.0,      40.0,            0.0,                78.0
2025,     4, AS     , Alaska Airlines Network                , CDV    , "Cordova, AK: Merle K Mudhole Smith"                                    ,        60.0,       5.0,       1.0 ,       0.0 ,    2.01,        0.0 ,             1.99,           0.0,          0.0,     177.0,          43.0,           0.0,      43.0,            0.0,                91.0
2025,     4, AS     , Alaska Airlines Network                , CHS    , "Charleston, SC: Charleston AFB/International"                          ,        30.0,      13.0,       4.05,       0.0 ,    5.49,        0.0 ,             3.46,           0.0,          0.0,     462.0,         152.0,           0.0,     187.0,            0.0,               123.0
2025,     4, AS     , Alaska Airlines Network                , CLE    , "Cleveland, OH: Cleveland-Hopkins International"                        ,        30.0,      14.0,       5.44,       0.0 ,    3.84,        0.0 ,             4.73,           0.0,          0.0,     363.0,         178.0,           0.0,      78.0,            0.0,               107.0
2025,     4, AS     , Alaska Airlines Network                , CMH    , "Columbus, OH: John Glenn Columbus International"                       ,        30.0,       5.0,       1.0 ,       0.0 ,    1.56,        0.0 ,             2.44,           0.0,          1.0,     350.0,         229.0,           0.0,      51.0,            0.0,                70.0
2025,     4, AS     , Alaska Airlines Network                , CVG    , "Cincinnati, OH: Cincinnati/Northern Kentucky International"            ,        30.0,       5.0,       1.02,       0.0 ,    3.1 ,        0.0 ,             0.88,           0.0,          1.0,     175.0,          35.0,           0.0,      95.0,            0.0,                45.0
2025,     4, AS     , Alaska Airlines Network                , DAL    , "Dallas, TX: Dallas Love Field"                                         ,        24.0,       2.0,       1.0 ,       0.0 ,    0.43,        0.0 ,             0.57,           0.0,          0.0,     119.0,          54.0,           0.0,      28.0,            0.0,                37.0
2025,     4, AS     , Alaska Airlines Network                , DCA    , "Washington, DC: Ronald Reagan Washington National"                     ,       180.0,      47.0,       8.91,       1.0 ,   26.6 ,        0.0 ,            10.49,           0.0,          1.0,    2230.0,         582.0,          49.0,    1041.0,            0.0,               558.0
2025,     4, AS     , Alaska Airlines Network                , DEN    , "Denver, CO: Denver International"                                      ,       151.0,      48.0,       7.98,       0.94,   24.29,        0.0 ,            14.79,           2.0,          0.0,    2889.0,         958.0,         104.0,    1299.0,            0.0,               528.0
2025,     4, AS     , Alaska Airlines Network                , DFW    , "Dallas/Fort Worth, TX: Dallas/Fort Worth International"                ,       158.0,      58.0,      10.46,       3.03,   35.18,        0.0 ,             9.33,           0.0,          3.0,    2858.0,         351.0,         477.0,    1592.0,            0.0,               438.0
2025,     4, AS     , Alaska Airlines Network                , DTW    , "Detroit, MI: Detroit Metro Wayne County"                               ,        39.0,       5.0,       0.85,       0.0 ,    1.15,        0.0 ,             3.0 ,           0.0,          0.0,     199.0,          67.0,           0.0,      42.0,            0.0,                90.0
2025,     4, AS     , Alaska Airlines Network                , EUG    , "Eugene, OR: Mahlon Sweet Field"                                        ,        30.0,      11.0,       2.83,       0.0 ,    2.65,        0.0 ,             5.52,           0.0,          0.0,     359.0,         108.0,           0.0,      83.0,            0.0,               168.0
